F1,F2,F3,F4,F5,F6,F7,F8,Label
1.750536891,-5.667898413,-7.151915423,0.555399946,-17.96262224,-23.09696527,-5.437166595,-1.223775385,1
26.83456187,25.64855789,-2.286736144,3.892308446,12.36825195,-1.086713586,12.72709883,-9.517505092,0
3.28130661,8.581712687,7.734048155,11.75437699,-7.246197194,8.402245771,11.48641186,5.974985435,0
-3.864047041,-5.266297669,-8.234038474,-4.083208534,-4.62538344,2.338239027,-4.297349921,-18.28266865,1
18.75088364,9.11798267,9.041044868,0.166611554,-10.93649816,8.723107447,8.298327256,21.06057367,0
13.7691955,7.616890381,5.405590032,-7.085638475,1.945839498,6.52474796,-3.041736397,10.69715972,0
7.031470498,-0.57237389,-5.622204415,-0.568504233,-12.09375405,-15.21150226,0.481536842,-3.50381382,1
-5.765029053,15.51671244,2.887220838,5.854801783,2.88907731,1.417338025,6.472816809,22.61161809,0
-1.788650963,-5.05540283,2.648676287,-4.282685401,-0.191726806,11.4349223,-12.11717676,-13.66378411,1
3.149006704,-15.11336656,-19.3827173,-1.905248089,-8.057368806,-4.10111738,1.833684117,-17.21762303,1
1.90441477,14.54736914,13.17102886,8.493309591,3.344212455,-0.328257426,1.237012277,-5.929954158,0
-10.90228614,0.570028474,-13.04972238,-1.918805735,-4.367848044,-7.015423122,-6.685297128,-11.73749159,1
17.15121211,11.29700716,28.55250904,0.146011885,8.717967001,0.316978415,15.07176213,0.418947272,0
11.64538633,4.519175009,12.23912723,11.97453244,1.301973067,-4.914857541,5.547593672,-1.218609957,0
-0.708010757,4.587164242,0.743363028,-1.968099542,-11.73530582,4.227317381,1.198109266,-4.787772522,1
6.115319185,15.5860166,10.51887389,1.297598675,4.270407262,-2.89194481,3.183669323,-20.60858818,0
-3.37817459,-1.898593122,-1.130042075,-1.344106569,2.74657941,-8.748769699,-3.967399043,3.34749674,1
4.072246967,8.284627109,3.637427939,2.772889315,5.205520977,3.844138993,4.853018955,17.76495037,0
-10.64611472,-6.720765065,-8.013329346,0.932312843,-18.47156512,0.312084548,0.557511469,-15.48320648,1
-12.48594007,-11.30757667,4.728634272,-2.038763044,-3.784921979,-17.33925807,-3.327286159,-15.9020838,1
-7.645004976,-4.438992312,-7.510440786,-2.298106161,-12.64560376,-9.61606378,4.436650161,-12.60115285,1
14.32229007,6.558397423,2.53593539,-0.548759238,6.137336089,-2.393870548,2.860331845,-5.741324021,0
-1.88057953,14.0063427,11.16766345,-3.355810249,13.61408213,5.852015883,20.89161162,8.949920812,0
-11.63647107,-8.001452744,-7.586797435,-0.91818791,-4.037951233,-7.57557182,-12.6412018,-23.50863245,1
-7.571564928,-3.585071379,-9.216981986,-0.158769597,-4.205008656,2.479734601,-6.737801605,-16.35983376,1
-1.239328091,8.311421438,19.25015049,0.392539231,1.821710202,-1.731136759,5.48312444,18.27923068,0
14.89237813,8.591753005,1.412182549,-1.441665671,6.017399135,-3.464577657,1.448421278,9.023422423,0
26.40089148,12.05702181,-15.55814587,2.003048849,-1.278430343,-5.406716053,11.90411297,18.61465171,0
13.68323256,5.918312551,10.43136718,4.055202356,1.34744151,3.19870883,22.61445991,16.67575315,0
23.57582593,6.738300049,13.50161692,7.387906627,-1.425586356,10.95829807,4.785965405,8.72559144,0
-3.617096248,-11.095952,-7.916206532,-2.93560382,-3.68889269,-5.676586186,7.757676493,-25.44105531,1
6.76169879,-5.101033097,-0.769035856,3.363917351,13.23070121,11.2145674,1.695889269,11.80512307,0
-7.49643009,-1.439517272,-12.57715756,1.419285565,0.355142229,4.309652436,-14.48667514,-4.792931888,1
-5.932357604,-8.821056288,-21.55568451,-0.564331926,5.486429008,-4.305400522,-0.725300423,-12.21605891,1
-4.764174819,-17.19988005,-30.28293317,-0.89692718,-4.483136339,-13.44131012,-5.674078695,-11.81121287,1
-1.030573451,-10.11119666,-10.81253383,-0.373875169,13.15165832,-14.88727412,-11.18501576,-15.72511196,1
22.15713223,5.381681321,-1.600443664,3.759184281,11.99471419,5.801700695,8.112531032,4.208796394,0
-9.567556111,-7.821799172,-8.549608139,-0.754093784,-9.190680122,-1.003423126,3.673560505,-18.08069517,1
-1.620250105,9.875357969,20.59911401,1.070007229,18.27307858,-7.998802272,-2.314848424,3.322897849,0
-5.510059534,-2.677035392,-18.28946051,-0.256243498,-17.50070086,-13.06037753,-8.943967416,-16.89808604,1
-6.804273068,-13.30827826,-8.161461447,-2.609681779,-4.298837251,3.586394687,-11.59603603,-14.80833698,1
-8.587289684,-1.158186546,-16.55351393,-2.175939149,-2.974940876,-8.932819315,3.990339254,-5.545381583,1
-5.605758892,3.439449908,-10.25346159,-1.063122312,-16.34011067,-3.395556347,-14.13638412,-17.048917,1
-12.26151409,-6.883866896,2.970408853,-0.289848714,-4.859969854,-9.919616366,-6.934474607,-11.63100028,1
9.958800999,22.35670027,8.106838334,4.312973698,9.806900077,9.647101223,17.87417516,10.28642334,0
9.755098138,10.0869736,11.83389907,1.530383853,4.148155631,8.319120613,13.43053477,15.40622271,0
-5.327505644,-19.0281649,-7.938144662,-0.253965334,5.635476592,-2.386895082,-5.017564328,-10.55856301,1
0.056188324,-11.70975185,-11.34812783,-1.241714287,-8.21804758,-14.37268394,-5.782058916,-13.69437322,1
1.607072416,-10.22169208,-4.420460766,-3.135534327,-7.246295383,-0.14381107,0.126061111,-13.71823836,1
14.20899965,7.168150664,5.262456154,0.678076707,-1.253975045,3.07372928,3.327598941,21.77324115,0
-5.533062308,-7.423308194,2.294271399,-0.683541494,-10.38678702,-7.501557717,3.247036175,-6.743993962,1
-8.86015237,-16.03235541,0.675175739,-2.046006553,-2.779753087,-10.06992225,-5.142535388,-25.54900323,1
-5.566072864,-10.36441434,-18.60553694,-1.092395836,-4.751873196,-11.77725919,-12.45516873,-6.459197526,1
-3.784019606,-3.133816572,15.1825206,-1.79173905,-15.15001874,5.60188376,-3.362627118,-14.79740327,1
-5.024388964,-18.73883826,-20.85755375,0.303808766,-2.781137556,-9.30217803,-6.114954104,-4.097113046,1
-13.67556856,4.023386519,5.409139713,-0.775422638,14.12860647,8.930403456,31.6316799,10.43688325,0
-8.736388156,-3.883054565,-0.324940764,-1.566334448,-3.937984189,-16.58332165,-7.723231132,-5.300311327,1
-4.42096005,6.787844501,-6.743190091,-0.460206274,5.968378807,2.701168653,5.133248608,11.64330915,0
7.064812218,3.814889399,16.73203015,4.559653573,8.40359,9.070794099,2.782849628,17.73530269,0
-5.788015252,-12.7238351,-9.525144486,-1.854147635,-15.30996224,7.44372491,-0.871160753,1.880875299,1
-3.307201362,-17.40259976,-10.59663307,0.267830644,9.700556354,-2.406498977,-7.156965568,0.946349357,1
17.39681775,8.021314346,3.706159678,2.494960979,4.370684187,8.504467849,-4.359517006,13.17587676,0
19.70027683,-1.749611732,13.70683292,1.738252406,4.042694228,9.215477586,5.275272858,9.615430145,0
-8.664456498,-18.71485546,-13.79424195,-2.015605636,-7.109805555,-3.404498482,-13.99949969,2.149397588,1
17.91336217,6.330914196,-10.47580682,8.653063081,8.092785195,0.753583279,4.408623064,-0.216174192,0
-12.07602472,-14.51598906,5.461295381,-0.079052466,12.99603626,-11.26275976,-2.274426889,-14.37234813,1
-5.822468588,13.18386699,0.706446365,8.238518315,14.50965535,0.838524696,-9.657017306,3.118379058,0
7.043868007,5.836286892,5.948458939,7.484693762,0.03215405,7.984408428,9.19060467,-0.851525996,0
3.100347083,4.439274183,4.333549268,2.8607457,5.078070567,-2.705043823,-1.006892414,-14.56814695,0
2.210737834,-10.98627437,-12.54819383,12.01131906,4.134518304,4.285547634,2.369914365,2.375542479,0
6.461133984,0.427466872,-12.15832355,-0.102733178,2.524261244,-3.458151924,-2.217310705,-15.67106147,1
12.99860041,14.81128226,-7.448407647,2.218634997,5.067325284,9.526278724,8.642871162,4.79683662,0
-10.7238055,-6.22867564,-8.303504486,-3.36988504,-27.29439484,-10.54498338,-2.746642715,-15.11599199,1
3.962969747,-10.33738688,-13.95459795,-1.990804693,-11.85649922,-18.87820882,-5.973267726,-33.28984022,1
-5.010412533,-2.171861109,-14.05401993,0.896916085,-1.96376869,-3.49448795,-3.09274126,-7.030007959,1
-0.091424097,-8.024389974,0.850347382,0.635922993,-11.18019569,10.82000739,-4.605788644,-19.28468419,1
-7.59559821,4.612499681,-9.057788941,-1.482601113,-5.434775512,-12.55324208,-4.444304801,-27.67473311,1
-2.147168898,15.43825911,20.6372924,5.871436499,6.477880279,2.177586677,5.740058124,-0.946794807,0
-5.771998271,0.644568589,0.024038259,-2.435691615,-15.92986373,-0.328438126,-8.169599741,4.187630977,1
9.422615448,9.990495516,10.00241963,4.187035153,6.074130583,-5.108427515,14.83858416,11.82070744,0
22.43076122,8.753373697,3.675173163,8.734833102,12.69326667,10.19913116,16.36397347,11.19680585,0
1.429430252,12.71323021,4.554814179,0.140828272,-9.389844618,1.705479945,-13.60710626,-0.517068138,0
-7.821167957,-9.981967729,-8.341293722,-1.373380579,-15.79097984,-11.93419364,-5.628309136,-26.66621146,1
0.89024471,-1.507191894,-11.74814844,-2.357508995,-15.04663729,-8.908603724,-0.372004889,-13.4023297,1
10.20372271,-6.481212802,-10.64785458,-0.65247767,3.248779596,-0.294605695,11.65690459,20.18804559,0
9.225524868,-1.189417069,6.421635655,-3.147511136,16.47115158,4.877136841,-14.36254869,9.831902554,0
7.746951572,23.27410991,6.153849187,1.965175942,6.38239649,10.7488534,-15.96936474,6.682664928,0
2.118378131,8.471842053,4.750347394,0.847810258,-2.245799593,17.3782089,8.12264873,0.20910996,0
-6.111402348,-1.261663276,-6.580071869,0.475048106,-3.237836579,-5.812853156,-11.15532106,-27.36313034,1
16.37473154,7.701470651,-0.437356133,8.059252851,16.90493244,0.901375007,-7.23961718,-2.386988868,0
-1.53795636,-7.107394347,7.064177977,8.539806759,-1.09822299,7.551225218,-1.599794019,15.09991733,0
6.696829357,3.441043567,2.312955405,3.054214557,4.530135272,8.093769307,-7.0532796,9.96451131,0
-0.784677655,0.266501524,10.72834468,4.028375781,12.53629906,8.518572696,5.229876113,0.62638623,0
13.88078625,6.421421856,4.781875188,1.340949901,-3.481166853,-4.460743667,10.93486751,-1.715348553,0
1.840598313,0.07235431,1.39375674,9.046857083,8.611963944,8.007782256,17.628211,5.001114965,0
16.65163235,5.91910986,12.64120189,18.61194394,-1.511182124,3.981189906,17.50223674,0.44761903,0
-7.127534986,-10.20689064,-5.968502128,-1.795027551,-4.266288796,-25.66780422,-3.303519332,-16.19501759,1
-5.901113878,-6.888847886,-15.22850106,-0.037750472,-13.72288205,2.023597708,-2.307866557,2.129748411,1
-4.956642255,-1.531548147,-15.39019385,-1.176134978,-1.123557589,-2.034516538,-2.995669621,-2.305583986,1
3.327051676,19.44933307,-2.230520205,8.69620367,6.459724259,4.275013166,-10.58131945,10.6613559,0
2.258939219,-7.725921448,-7.924458868,-1.792330889,-13.22204435,-10.91314337,-7.063909309,-3.520563367,1
8.216369432,8.810253226,9.481671971,8.888683864,2.89660687,8.645299438,-3.494286706,3.606784903,0
1.370950756,-8.966070438,-10.40825416,-1.295304207,-18.72872005,-19.92888853,6.534890053,-15.16699868,1
-11.76287705,-8.825433516,-8.105475837,-1.33679427,-12.08854146,-4.232584487,-15.30707493,-15.3788029,1
-3.204846159,1.347020273,1.177673433,-0.026041381,4.140862469,3.114188843,9.253129616,8.079799484,0
5.251852635,2.311278829,7.027824118,13.25829147,-1.454148588,-1.507091969,-0.804047304,13.00907929,0
3.305250226,-5.063770374,-23.79502133,-1.657311933,-21.8649295,-17.36726075,0.350053563,-13.47358056,1
-10.53700515,-6.170537813,-12.36923193,-1.171034732,-7.5185846,-7.945295373,-4.721078305,-31.74212439,1
-8.610966362,-3.76706756,-0.195572566,2.394240997,-10.83986104,-4.615281411,-8.194457034,-4.615674785,1
5.855712874,9.89275793,-2.922012724,5.413491969,5.534178388,13.3517318,2.821718515,6.802919437,0
-2.570029538,9.910232663,8.650793383,11.5248983,7.413418452,3.722504504,-4.833795949,3.756568988,0
-7.64204159,-9.464324892,-11.5927539,-3.326958313,-12.27613623,-0.101987242,-5.082989686,-14.88607859,1
-10.93521585,-17.92007062,10.2766756,-4.828953841,5.408445465,-17.54857761,-7.642881741,-19.9223526,1
19.11000415,18.59151485,14.33445988,10.25463251,3.954271306,0.850836915,-3.922238408,-7.832552818,0
4.954674726,6.114940123,-4.323350591,-2.431319531,5.53790776,6.646994537,-5.385351534,14.47022624,0
3.213412991,0.947720541,1.708404078,13.1487029,4.963892487,7.218999724,0.439709338,12.05683686,0
-2.862585493,-4.779711756,-10.31655322,-2.960270234,-3.310060034,-5.179571994,-3.02672215,-18.11574555,1
-7.04103515,-7.495558482,-2.171957111,-4.628776301,1.386149194,-15.78622364,-6.110960562,-18.71639808,1
-6.216187697,-4.805841861,-17.39999166,0.295736568,0.596703094,-17.60715439,-1.571456827,-14.95630141,1
-4.191553317,-6.526615168,-14.94862709,-1.163801592,-2.163437146,-14.42326323,-11.38614942,-6.758861684,1
-4.376829483,3.809744652,-11.5775123,1.00255932,-12.26014422,-2.906515461,-1.074725405,-18.82725603,1
-14.1900866,-6.173512518,5.374920891,-2.716490389,-9.174148779,-7.823159612,-5.776800586,-22.14214719,1
1.559404646,14.49240745,23.46795263,10.71602443,1.061302313,9.609121303,-2.484842481,12.45812547,0
15.36464268,9.633046427,1.374803075,2.788846786,6.722510279,-2.958978569,-1.740085507,10.91864816,0
5.263927605,-4.356831567,0.227350208,3.866258164,18.55975478,-5.581406611,12.45926612,17.02403701,0
-9.913112752,-7.413686485,-3.122122719,-2.622396694,-8.675669404,-17.61374466,5.74040462,-13.24447658,1
-13.28867052,-13.38400229,-13.0906172,-0.878115812,1.558413965,2.656228392,-5.280539746,-13.20293723,1
0.631566762,14.55074404,-4.796229054,-2.733216636,3.021949524,10.24001445,22.09162648,6.839823264,0
-6.425678551,-0.331670881,-1.755266223,-6.114374703,-2.780916813,3.99168348,-6.46639465,-10.65289595,1
-14.20956269,-2.615439694,-11.12076651,1.620236493,6.061085355,-3.250888281,-1.919069042,-26.51090767,1
-9.212202206,-13.44982589,-11.25644194,-3.222240641,-7.78914962,-7.866747224,-2.928506153,-27.70444545,1
7.852133743,-8.05340853,9.780719945,-6.580120841,5.466831561,13.35739169,9.963257797,10.20569093,0
-1.84934618,7.351798751,3.101193093,-3.037806625,6.072582385,1.458873514,4.195168819,14.26326282,0
26.43943145,21.06995826,-11.25313357,2.750426305,12.54626537,5.780599126,-6.801414084,17.21075706,0
22.32017598,4.759386333,2.010325281,-4.561229692,4.067459278,0.077712243,2.671416459,25.5042287,0
-2.576351778,2.799498723,-2.334075985,-1.999587292,3.691051382,-21.59317657,-2.203354652,-27.25114708,1
-1.814031021,9.220709149,12.3561306,5.359612156,4.962175669,-3.211476815,24.47436171,4.412169456,0
0.099286226,-8.881307002,-19.44494205,-2.971426209,-1.864134819,1.934383286,-10.37216357,-8.587319214,1
9.290587909,9.589154418,-1.695465861,0.584501722,7.608490563,5.076154876,10.85745762,10.20618865,0
18.76952108,7.875654598,6.490610738,-0.658588017,7.029765607,0.226869059,-7.178623135,3.024480397,0
-9.765850601,-1.184443093,-1.910759872,0.33085856,-3.274686675,-17.45116309,-8.029494837,-6.905285692,1
9.406559392,8.501354509,14.49607818,-8.380885179,8.616140961,-4.897771207,6.904018951,6.969621932,0
12.37568782,11.7663486,-2.943867189,1.609304923,6.512202216,-0.233682688,21.87672827,-2.471183363,0
17.01438188,-13.97672562,12.79192285,5.649910222,-6.741069467,1.355227833,-2.764717223,-4.993882972,0
5.064109427,8.834818794,10.78916769,2.905001035,10.65746118,13.42210809,4.781655295,-2.018319611,0
-5.159186503,-2.836682795,-3.116553966,-1.956987897,7.314218816,-6.06632753,-11.03213143,-15.91560178,1
7.719838101,4.130976962,0.615111739,11.83910449,3.744369915,5.766294334,13.59813193,0.086088353,0
0.509198768,-0.366303867,-16.72898708,-3.311527307,-7.921182663,-11.33320546,-17.50283302,-23.19550634,1
-5.438313583,0.819362076,12.12033975,7.551338298,7.131488063,-4.1219775,21.43488093,18.65529418,0
-3.385457648,-5.307679473,-10.22364975,-4.019608603,-1.368392626,-0.084843831,-5.076213369,0.613373804,1
-1.668604846,-6.887882317,-4.844736536,-3.383327352,-5.0124988,-6.227778083,-4.577007827,-13.56011578,1
-6.13957167,-18.52279106,-4.855801836,-2.410443284,-19.73963369,-7.117562433,-0.963445741,-13.38376701,1
5.085753035,1.13125358,-2.970714249,5.757526679,6.582264224,7.204512065,8.555811294,6.519583691,0
4.141007525,15.10429765,12.51367959,4.693466033,-1.137779311,0.042168691,10.80756857,7.270549623,0
18.23720264,18.89631714,-7.031929881,10.88622187,9.388239346,7.847730052,17.17417864,-2.085365653,0
-12.70740366,-7.430689049,-16.15409115,-2.792188259,-11.77332006,-10.93957481,-6.761005662,-32.2691182,1
-4.492449941,-2.157564537,-0.430153278,-1.743276768,4.537963125,-17.49239245,-19.07400906,-18.56439256,1
-8.946940501,-10.07949096,-0.416391457,-1.7852641,-4.521426646,-14.76959078,-6.679531633,9.535269825,1
1.496336003,12.99730989,9.064380282,13.41722872,9.458663282,7.476792128,2.373189557,2.125029552,0
7.952517591,7.677817631,10.73278297,13.46911203,-6.791817983,2.636392411,16.08171587,15.13311779,0
-6.834810681,-3.55209007,3.834531664,13.025208,0.022367701,-5.310029686,12.3700686,20.33273748,0
-1.825043683,1.626891614,-3.096819234,0.564453863,-2.075654073,-6.77918025,-2.108892187,-8.921170391,1
-3.264469591,1.832048983,2.196278613,-0.313763964,-0.094615161,-14.46737843,5.536024811,-5.48682522,1
5.71457787,2.572393047,7.532690905,-6.437289978,-14.53867807,-2.435226564,15.92426137,-2.820059943,0
-4.904038155,-11.00090555,-3.416357596,0.357932646,-3.88613867,-22.11737392,-0.956545033,-16.06786277,1
-13.66733993,-17.05913429,1.400434575,-2.644426632,9.099928766,-7.103215229,-2.391160031,-8.488266323,1
0.279215537,5.72470079,-0.631829166,-8.213015855,-0.449259178,-3.059375868,14.26026647,17.43540904,0
7.715424225,18.93700136,-2.887534272,3.937785734,0.862199368,10.84471274,14.04647807,3.979729389,0
5.407787529,16.28455943,4.468034592,11.13760746,6.664769423,5.099848821,7.641436403,21.42982569,0
4.850771071,14.7069443,8.420014254,-0.322353788,-6.735859523,8.37204752,16.95402644,-6.904027067,0
-23.19173645,-4.468934155,-12.44981355,-0.529691696,-4.883234085,-2.51273567,-9.68165445,-8.372434674,1
12.1609168,2.491001993,7.184059846,8.13055566,4.992979847,4.818262948,14.23176871,7.656555237,0
2.126178984,8.780661714,-5.430423203,1.886380935,3.80437798,1.849274944,14.10852411,14.24790158,0
-10.70753752,-10.13003367,-0.702389514,-1.657391119,-20.86723433,-2.491400642,-1.639027657,-6.459410911,1
25.69632649,14.15571294,0.568628234,4.771986812,-1.94727032,6.250498869,2.154707954,-2.603714708,0
-5.987732666,-8.114461264,-8.419679451,-1.058390363,-9.879086768,-10.98536101,-0.351607926,-6.275804901,1
-3.207667058,6.258980555,-22.40026163,0.412476455,-4.523682519,-0.298367216,-11.47672622,-1.780738781,1
14.34083268,9.299141407,-1.575925175,3.928685734,3.788717878,4.956358123,14.80250202,-17.55359211,0
-8.619676946,-9.787520336,-9.249261213,-2.030640273,-11.42861702,-11.26426435,-8.96447449,-20.92195175,1
-6.789374898,5.511163316,3.735158451,0.754536077,9.41203054,11.3917147,7.911391609,17.48682909,0
-4.106555538,-6.138750533,-4.848629874,-1.472211271,1.584015669,-6.406618005,-8.575040346,-21.05688655,1
9.082233679,18.32379487,14.50294389,-1.160273355,7.0628927,3.009078452,16.2654707,8.024204832,0
17.85279733,4.562694861,5.503941284,2.81869785,3.962011859,-1.184769207,4.908004342,20.30445628,0
17.13902277,4.32110515,-15.66228386,8.038756173,-2.185447078,8.386026301,18.91968554,3.933283491,0
-3.314373677,3.027438644,-13.03047359,-1.346655022,-0.723483892,3.194937886,-1.084420621,-0.985854499,1
-6.659971443,-3.997178578,-1.328882773,-4.15863672,-8.548986389,-8.719139262,0.905220925,-6.903747918,1
-7.142173938,-9.447320362,-1.704425253,-1.686366818,-5.017455328,5.779384266,-4.690651718,0.842852742,1
-4.302592338,-16.58506403,7.711560195,-3.71554962,-9.66955637,-6.015875719,1.355636483,5.34562988,1
-4.10968177,-12.09599908,-20.96469515,-2.627202798,4.929786588,0.000755556,-2.146470398,-12.77500638,1
8.907806807,-2.85245111,-0.661156948,15.33149553,9.666474298,7.55620596,-1.284242067,6.433919528,0
16.39072129,4.82644071,0.33058729,6.188148126,1.171837032,3.920146925,5.500802889,3.009321997,0
2.389414356,-1.78513268,10.48792955,0.451526961,-4.674989697,-4.118188093,-13.42866762,-19.03694278,1
-1.081659616,-3.119605727,-3.891303724,0.267544371,-11.10936594,-7.539823487,5.223550238,-20.49921025,1
-4.176183655,9.769298723,9.914568385,17.80972258,-7.131315094,5.343366375,4.694771866,5.82929365,0
9.423121026,9.205643471,11.70171285,7.065828724,0.728111692,4.901875993,-9.79786759,3.637035719,0
-9.676702581,8.982531641,-2.725905049,11.22227689,7.903448402,7.870346843,5.243402275,-9.51028067,0
3.864562883,-2.05511869,-10.18993424,-2.20028525,-8.347093704,-14.54374929,-2.930607147,-7.145107631,1
5.95060795,10.9601331,-2.942593342,-1.806055188,-3.005065933,12.8153142,-5.057842054,8.260566653,0
-2.867412315,-9.565230763,-1.834876987,-1.440948148,-8.063226037,-6.938302875,-8.128406728,-17.77739208,1
1.990976803,7.092966958,4.465450331,0.983363597,11.03406691,2.621460315,10.04021793,24.74792568,0
2.185609436,15.34508744,14.36157485,6.041335511,4.083871213,9.191739691,2.26527145,15.84904884,0
-8.058770002,-14.64256544,-4.648361775,-3.024265967,-3.931801184,-6.290911767,-3.715507548,-2.259459569,1
11.80616791,3.991605769,6.873190347,5.413544611,13.85624093,14.15745853,1.671992622,11.5328521,0
-6.029970493,5.450929911,-25.20819582,-4.465147005,-0.006251157,-5.117251187,-10.73439402,-12.23869564,1
-4.529755258,-6.003615058,-17.19588773,-1.469210535,-14.4736986,-26.55516431,-4.212482341,-16.89105623,1
-5.006356207,15.10567561,10.77187872,15.780416,8.868216626,12.36652856,7.282955695,10.64889998,0
11.40740167,15.74027567,12.87317116,1.192705817,2.050567093,11.93796491,14.14024967,-12.5459328,0
20.12362976,16.31351329,13.918272,11.19779334,3.601083255,3.998014989,18.89530252,25.16490296,0
6.058996429,0.729212874,-1.070787234,6.80973089,13.73924047,6.350995143,16.49925538,3.66587448,0
-2.676331519,1.410134043,19.5492787,16.35845307,3.470089397,5.325986035,6.487005697,0.799754712,0
-9.853180968,-4.206318768,-11.30022968,-1.339020406,-13.08334492,-5.207638908,-16.14885531,-24.17357672,1
-9.686489321,-4.007745265,-12.48878146,-0.787205703,-8.024424976,4.040634925,-7.188373436,-10.18156835,1
0.340292594,26.47794258,-11.10810442,-3.498691546,6.833699877,1.24450518,-12.9753462,2.408465249,0
1.306914639,-1.893005725,-5.138235846,-0.571924546,-8.913248987,-3.524437552,-7.589913343,-4.217085243,1
-4.194573554,-6.754895329,-6.835175097,-3.281001263,-2.357540889,-0.318662669,-4.246158797,-26.12797072,1
19.65241925,15.01824121,1.300512182,7.010327705,3.573451617,11.46781496,-6.30895632,9.007880749,0
11.3223145,14.2894419,21.58649755,15.46244699,2.454760748,3.279152759,9.542486089,-0.6242916,0
-1.935359626,18.43683075,7.624515816,6.200850195,5.338358608,8.891642098,-1.066181094,13.62211245,0
-4.123878671,7.8848813,-7.202225651,-1.447929921,-16.10053769,-5.643175324,-5.022586498,-4.584196899,1
14.23880849,15.3492646,5.990117666,-3.034573396,-0.251288653,10.64161722,10.1117216,4.458050469,0
-2.895890044,-1.231344282,-0.413956867,-3.029501823,-10.98605488,-13.87122451,-4.229061104,-8.845885077,1
-7.180525014,-3.912747985,7.318815993,-0.090653366,-13.52633818,1.870325798,-0.417327549,-28.07778239,1
-0.567041982,12.6515972,17.92987028,4.375819034,14.02938573,5.946254924,-3.220344831,-1.188134186,0
-9.179910735,15.7927695,11.03378189,3.137153764,6.05767054,1.943274752,11.98490542,7.051097173,0
0.844488727,13.44943093,2.62929885,5.250471856,12.18861762,3.963863232,10.34725337,4.447752544,0
-4.055682404,-2.812320832,0.481370046,3.484547525,8.877377041,7.946194491,13.95920578,8.619884907,0
-9.228956718,-19.09402031,-13.66003491,-1.000881399,-8.861388706,-12.35852226,9.67209345,-15.40945453,1
-9.443002635,-19.04596643,-1.892353479,-0.527321302,-13.9730823,-8.933294463,-8.395126233,-10.7994257,1
-7.636746735,5.264846033,-3.879562632,-3.049909007,-3.172766313,6.866164429,-5.581666346,-5.180188327,1
0.421078474,-11.52492626,-1.262248909,-2.039121015,-0.569398942,0.372473678,-13.26006359,-2.066949558,1
-3.808658538,-12.3045552,-10.79826154,-0.945437873,-3.521291562,-1.99960968,2.154437253,-26.67660528,1
-0.3612149,13.92120891,12.32590551,5.034901071,4.107684651,2.86024537,-3.264661362,14.07317882,0
3.759461002,11.52186773,5.779170136,7.878845143,7.199968561,0.839678652,-10.02034319,3.034139912,0
20.06245533,1.739371865,-7.467352481,0.479893021,6.800319982,3.320886514,1.973085071,1.227297032,0
-5.106280347,-6.129578257,-16.04935224,-1.37992793,-10.37589577,-11.11724154,-3.870891596,-7.050352206,1
4.293647661,-10.76340482,-12.05235007,-3.347875968,-5.714399006,-18.20995969,-14.83000436,5.91344018,1
-4.123423995,3.128119803,8.522089078,5.922787287,2.127610981,3.1281658,16.26819184,19.51326579,0
8.363533405,7.645422475,15.06690366,0.001238934,5.077353893,10.67707424,8.441847183,10.82139089,0
7.551676207,-9.559513164,7.469273234,3.640342053,5.893696009,11.16968115,16.46319256,10.51835328,0
6.452113324,7.670193919,-1.606931016,4.858276586,7.441222727,3.113099718,8.89566823,22.12877118,0
4.502330394,17.71066929,27.9866074,-0.246636679,-0.073030305,3.488837182,-1.724111414,9.107129501,0
-7.477644693,-2.217635628,-7.270973804,-1.463830721,-2.659917955,4.818672244,0.577375549,-5.554594908,1
-3.883716033,-4.39059386,-5.999906727,0.186555059,-4.0737035,-3.069646614,-8.68781818,4.568134697,1
-0.813812394,7.924808739,7.232948019,-1.295002208,-13.34407686,-7.423278655,-0.686950509,-21.62681617,1
-1.819906059,14.65354893,15.55756154,-0.120859295,7.72736404,8.469667185,18.47267323,16.39038681,0
8.570882825,5.932037598,-1.821798327,9.536337656,4.848373608,5.155740054,17.88413228,4.042804084,0
-1.027468185,2.137391332,-10.85827016,-1.141877938,1.535685009,6.762167363,-2.340145153,-11.93067028,1
-9.001105459,-6.64148371,-7.650992306,-1.384400058,7.758369042,-14.6902288,-13.18239642,7.061306029,1
2.019735292,15.78500535,17.22068133,0.875212371,6.212256799,5.096502661,1.343213347,17.87182063,0
-5.670735059,-14.7174493,-6.474859557,-1.725681561,-3.557483317,-18.27634467,-9.380585782,2.100537373,1
-13.48554644,-9.219904919,-4.866136065,-0.193164508,-7.067099944,10.24363187,-0.66194483,6.337610959,1
19.42855816,27.77858498,9.429615872,10.26732355,0.06318928,6.352936647,11.4198772,0.446636996,0
-4.359697698,-16.85296322,-5.512992574,1.449387225,-7.370821446,-5.456063299,4.671197814,4.612032427,1
13.2247178,20.18125201,-2.628240549,10.74118104,9.128577519,5.936724168,20.04613104,5.249155092,0
-2.984939854,-11.29832679,-1.209981825,-3.234814342,8.897138977,-9.070284354,-10.14055783,-6.045268436,1
-2.535443268,-6.497719285,-21.9580283,-0.359554617,-7.435925617,-16.98822489,-9.113975272,-19.87589851,1
-6.482360718,-13.61013355,-4.110187396,-1.307646001,-12.01389863,-7.290263924,-11.794569,-9.220038416,1
-1.851988644,-16.4950501,-12.30241632,-0.270855888,-17.02317702,-14.17755788,2.033139033,-14.09253705,1
